OrderID,OrderDate,CustomerID,ProductID,Quantity,DiscountRate,UnitCost,ListPrice,Category,GrossSales,DiscountValue,NetSales,COGS,ShippingCost,PaymentCost
O504688,2025-09-26,C11157,P2006,2,0.1,90.83,200.16,Electronics,400.32,40.03,360.29,181.66,6.77,6.89
O504689,2025-05-20,C11035,P2047,1,0.15,23.95,36.37,Sports,36.37,5.46,30.91,23.95,4.25,0.8
O504690,2025-09-12,C10545,P2057,2,0.2,24.55,53.8,Beauty,107.6,21.52,86.08,49.1,3.69,2.48
O504691,2025-09-04,C10116,P2034,2,0.0,84.74,206.91,Electronics,413.82,0.0,413.82,169.48,3.58,12.38
O504692,2026-04-17,C10496,P2040,1,0.1,46.24,112.16,Electronics,112.16,11.22,100.94,46.24,7.04,2.25
O504693,2025-03-25,C10776,P2052,1,0.15,85.13,212.17,Beauty,212.17,31.83,180.34,85.13,5.62,3.7
O504694,2026-06-03,C10363,P2002,2,0.2,36.16,61.12,Beauty,122.24,24.45,97.79,72.32,2.82,1.76
O504695,2025-05-12,C11036,P2041,2,0.0,53.15,104.66,Apparel,209.32,0.0,209.32,106.3,6.72,5.65
O504696,2026-05-12,C10981,P2065,3,0.0,74.22,160.54,Electronics,481.62,0.0,481.62,222.66,6.61,11.08
O504697,2026-01-18,C10527,P2033,2,0.25,102.58,280.83,Apparel,561.66,140.42,421.24,205.16,4.96,8.16
O504698,2025-03-30,C10928,P2074,1,0.25,60.53,130.38,Sports,130.38,32.6,97.78,60.53,5.37,2.79
O504699,2026-02-19,C11031,P2074,2,0.1,60.53,130.38,Sports,260.76,26.08,234.68,121.06,6.66,4.54
O504700,2025-02-23,C10595,P2015,1,0.15,32.67,56.68,Home,56.68,8.5,48.18,32.67,3.57,1.18
O504701,2025-07-13,C10670,P2009,2,0.1,89.03,195.13,Home,390.26,39.03,351.23,178.06,2.99,7.59
O504702,2026-03-03,C10279,P2037,1,0.15,19.43,42.14,Home,42.14,6.32,35.82,19.43,5.07,1.1
O504703,2025-06-12,C10086,P2051,2,0.05,21.09,56.25,Home,112.5,5.62,106.88,42.18,7.96,2.82
O504704,2025-06-02,C10863,P2035,1,0.1,33.04,85.13,Beauty,85.13,8.51,76.62,33.04,6.23,1.95
O504705,2025-09-17,C10430,P2057,1,0.15,24.55,53.8,Beauty,53.8,8.07,45.73,24.55,2.52,1.07
O504706,2026-06-14,C10928,P2055,3,0.0,14.94,29.55,Sports,88.65,0.0,88.65,44.82,4.65,1.99
O504707,2025-04-02,C11199,P2040,1,0.1,46.24,112.16,Electronics,112.16,11.22,100.94,46.24,6.79,2.66
O504708,2026-05-10,C11174,P2063,2,0.1,107.79,241.07,Sports,482.14,48.21,433.93,215.58,2.5,10.81
O504709,2025-12-19,C10180,P2003,2,0.0,103.86,246.21,Sports,492.42,0.0,492.42,207.72,3.64,12.47
O504710,2025-05-31,C10979,P2075,2,0.1,49.49,125.61,Electronics,251.22,25.12,226.1,98.98,3.22,4.72
O504711,2026-02-23,C10113,P2018,2,0.05,23.1,60.58,Apparel,121.16,6.06,115.1,46.2,4.73,2.15
O504712,2025-04-29,C10053,P2018,1,0.05,23.1,60.58,Apparel,60.58,3.03,57.55,23.1,7.56,1.04
O504713,2025-10-28,C10313,P2058,1,0.0,56.31,124.87,Electronics,124.87,0.0,124.87,56.31,5.42,2.52
O504714,2025-10-09,C10691,P2006,2,0.0,90.83,200.16,Electronics,400.32,0.0,400.32,181.66,5.38,12.71
O504715,2025-10-27,C10129,P2017,2,0.1,42.64,69.06,Apparel,138.12,13.81,124.31,85.28,3.51,3.67
O504716,2026-06-24,C10001,P2034,2,0.1,84.74,206.91,Electronics,413.82,41.38,372.44,169.48,7.21,9.95
O504717,2025-09-07,C10990,P2058,2,0.15,56.31,124.87,Electronics,249.74,37.46,212.28,112.62,5.18,4.94
O504718,2026-03-21,C10580,P2068,2,0.1,54.46,128.05,Home,256.1,25.61,230.49,108.92,6.56,5.67
O504719,2025-12-11,C10201,P2033,2,0.1,102.58,280.83,Apparel,561.66,56.17,505.49,205.16,3.71,15.81
O504720,2025-09-10,C10631,P2024,1,0.1,38.64,85.56,Electronics,85.56,8.56,77.0,38.64,2.5,1.81
O504721,2025-06-01,C10049,P2033,1,0.0,102.58,280.83,Apparel,280.83,0.0,280.83,102.58,5.89,6.13
O504722,2026-04-28,C10195,P2070,1,0.1,80.41,185.88,Sports,185.88,18.59,167.29,80.41,2.5,3.98
O504723,2025-12-07,C11063,P2009,1,0.2,89.03,195.13,Home,195.13,39.03,156.1,89.03,6.74,4.06
O504724,2026-06-09,C10516,P2045,2,0.15,54.87,109.92,Sports,219.84,32.98,186.86,109.74,6.89,4.88
O504725,2026-04-28,C10125,P2060,1,0.15,91.93,225.41,Sports,225.41,33.81,191.6,91.93,4.81,4.17
O504726,2025-08-26,C10070,P2058,3,0.1,56.31,124.87,Electronics,374.61,37.46,337.15,168.93,4.62,9.79
O504727,2025-08-29,C10652,P2056,2,0.2,12.18,29.13,Home,58.26,11.65,46.61,24.36,5.8,1.42
O504728,2025-11-10,C10617,P2067,3,0.1,89.48,177.38,Sports,532.14,53.21,478.93,268.44,4.04,12.06
O504729,2026-03-06,C10104,P2010,2,0.0,105.58,212.84,Electronics,425.68,0.0,425.68,211.16,6.56,13.58
O504730,2025-06-01,C11029,P2066,3,0.1,21.23,45.94,Beauty,137.82,13.78,124.04,63.69,4.69,2.26
O504731,2025-04-17,C10174,P2033,1,0.2,102.58,280.83,Apparel,280.83,56.17,224.66,102.58,5.05,5.27
O504732,2025-08-13,C10245,P2027,2,0.05,39.51,103.84,Electronics,207.68,10.38,197.3,79.02,5.37,3.79
O504733,2025-10-10,C10868,P2058,1,0.15,56.31,124.87,Electronics,124.87,18.73,106.14,56.31,4.55,2.94
O504734,2026-02-10,C10057,P2006,2,0.05,90.83,200.16,Electronics,400.32,20.02,380.3,181.66,5.53,8.63
O504735,2025-07-16,C10223,P2078,2,0.15,80.99,151.9,Beauty,303.8,45.57,258.23,161.98,6.7,4.84
O504736,2026-06-17,C10771,P2005,1,0.05,21.42,39.38,Sports,39.38,1.97,37.41,21.42,4.8,1.06
O504737,2025-03-14,C10919,P2076,3,0.1,94.33,153.36,Apparel,460.08,46.01,414.07,282.99,2.5,12.64
O504738,2025-03-27,C11003,P2028,3,0.1,49.21,76.08,Beauty,228.24,22.82,205.42,147.63,4.61,5.28
O504739,2025-03-31,C10711,P2056,3,0.2,12.18,29.13,Home,87.39,17.48,69.91,36.54,3.24,1.98
O504740,2025-10-25,C11061,P2009,3,0.05,89.03,195.13,Home,585.39,29.27,556.12,267.09,4.44,10.91
O504741,2026-03-04,C10921,P2018,2,0.1,23.1,60.58,Apparel,121.16,12.12,109.04,46.2,5.62,3.14
O504742,2025-02-01,C10142,P2037,1,0.05,19.43,42.14,Home,42.14,2.11,40.03,19.43,5.99,1.12
O504743,2026-02-26,C11148,P2045,1,0.05,54.87,109.92,Sports,109.92,5.5,104.42,54.87,6.73,2.67
O504744,2026-05-21,C10213,P2016,1,0.0,23.99,66.65,Electronics,66.65,0.0,66.65,23.99,2.5,1.95
O504745,2026-05-07,C10797,P2021,3,0.25,75.19,147.18,Electronics,441.54,110.38,331.16,225.57,6.16,8.31
O504746,2025-04-01,C10655,P2044,2,0.2,96.39,166.51,Electronics,333.02,66.6,266.42,192.78,5.2,6.42
O504747,2025-03-31,C10261,P2038,1,0.1,61.98,100.85,Sports,100.85,10.09,90.76,61.98,7.4,2.06
O504748,2025-11-21,C10800,P2027,2,0.0,39.51,103.84,Electronics,207.68,0.0,207.68,79.02,3.94,5.58
O504749,2025-06-05,C11198,P2006,2,0.15,90.83,200.16,Electronics,400.32,60.05,340.27,181.66,5.48,10.55
O504750,2025-08-11,C11188,P2005,1,0.0,21.42,39.38,Sports,39.38,0.0,39.38,21.42,4.82,0.94
O504751,2025-04-25,C10326,P2001,2,0.15,67.86,159.31,Electronics,318.62,47.79,270.83,135.72,5.15,7.42
O504752,2026-02-26,C10183,P2052,1,0.0,85.13,212.17,Beauty,212.17,0.0,212.17,85.13,3.87,5.87
O504753,2025-05-07,C10962,P2058,2,0.1,56.31,124.87,Electronics,249.74,24.97,224.77,112.62,2.5,6.41
O504754,2025-07-02,C10911,P2040,2,0.05,46.24,112.16,Electronics,224.32,11.22,213.1,92.48,3.81,5.03
O504755,2025-09-20,C10715,P2045,2,0.05,54.87,109.92,Sports,219.84,10.99,208.85,109.74,5.39,4.69
O504756,2025-09-23,C10216,P2065,3,0.0,74.22,160.54,Electronics,481.62,0.0,481.62,222.66,4.84,13.67
O504757,2026-03-22,C10108,P2026,1,0.1,25.88,63.53,Beauty,63.53,6.35,57.18,25.88,5.46,1.54
O504758,2026-02-17,C10870,P2005,2,0.0,21.42,39.38,Sports,78.76,0.0,78.76,42.84,2.5,1.66
O504759,2026-03-18,C10095,P2010,2,0.1,105.58,212.84,Electronics,425.68,42.57,383.11,211.16,4.79,9.58
O504760,2025-12-13,C10368,P2065,1,0.0,74.22,160.54,Electronics,160.54,0.0,160.54,74.22,4.55,4.48
O504761,2026-06-24,C10087,P2010,2,0.0,105.58,212.84,Electronics,425.68,0.0,425.68,211.16,4.86,9.49
O504762,2025-07-10,C10816,P2009,3,0.15,89.03,195.13,Home,585.39,87.81,497.58,267.09,3.84,11.11
O504763,2025-12-20,C10242,P2013,2,0.0,14.91,32.18,Beauty,64.36,0.0,64.36,29.82,4.61,1.62
O504764,2026-02-18,C10402,P2005,1,0.1,21.42,39.38,Sports,39.38,3.94,35.44,21.42,3.55,0.82
O504765,2025-12-04,C10280,P2030,2,0.0,81.44,160.67,Electronics,321.34,0.0,321.34,162.88,4.41,6.55
O504766,2025-11-20,C11080,P2013,1,0.2,14.91,32.18,Beauty,32.18,6.44,25.74,14.91,3.78,0.64
O504767,2025-11-09,C10678,P2010,1,0.25,105.58,212.84,Electronics,212.84,53.21,159.63,105.58,6.77,3.09
O504768,2026-05-09,C10756,P2011,1,0.1,25.59,43.62,Electronics,43.62,4.36,39.26,25.59,4.65,1.2
O504769,2025-12-10,C11067,P2067,2,0.25,89.48,177.38,Sports,354.76,88.69,266.07,178.96,5.64,5.65
O504770,2025-03-07,C10427,P2043,2,0.0,34.43,56.92,Electronics,113.84,0.0,113.84,68.86,4.51,2.78
O504771,2026-05-26,C10238,P2070,1,0.0,80.41,185.88,Sports,185.88,0.0,185.88,80.41,4.85,3.82
O504772,2025-02-05,C10122,P2049,1,0.0,75.64,173.14,Apparel,173.14,0.0,173.14,75.64,6.13,5.36
O504773,2025-01-02,C10164,P2041,2,0.0,53.15,104.66,Apparel,209.32,0.0,209.32,106.3,3.63,4.53
O504774,2025-06-11,C10070,P2062,2,0.1,69.71,151.88,Beauty,303.76,30.38,273.38,139.42,3.21,6.4
O504775,2026-01-08,C11184,P2047,3,0.25,23.95,36.37,Sports,109.11,27.28,81.83,71.85,5.81,2.52
O504776,2026-02-28,C11082,P2076,2,0.15,94.33,153.36,Apparel,306.72,46.01,260.71,188.66,7.75,7.53
O504777,2025-10-07,C10935,P2054,1,0.2,19.42,50.24,Beauty,50.24,10.05,40.19,19.42,7.27,1.11
O504778,2025-01-23,C10823,P2041,1,0.0,53.15,104.66,Apparel,104.66,0.0,104.66,53.15,3.63,2.1
O504779,2026-02-21,C10756,P2021,1,0.0,75.19,147.18,Electronics,147.18,0.0,147.18,75.19,3.81,4.11
O504780,2025-09-29,C11181,P2062,2,0.05,69.71,151.88,Beauty,303.76,15.19,288.57,139.42,5.81,5.6
O504781,2025-10-06,C10474,P2061,3,0.25,92.46,150.56,Sports,451.68,112.92,338.76,277.38,6.2,10.41
O504782,2026-05-25,C10409,P2066,2,0.0,21.23,45.94,Beauty,91.88,0.0,91.88,42.46,7.66,2.89
O504783,2026-03-14,C10746,P2020,1,0.0,96.28,147.84,Home,147.84,0.0,147.84,96.28,5.7,3.86
O504784,2026-06-30,C10331,P2073,1,0.15,103.53,278.8,Apparel,278.8,41.82,236.98,103.53,3.98,5.65
O504785,2025-12-23,C10423,P2002,2,0.1,36.16,61.12,Beauty,122.24,12.22,110.02,72.32,4.09,2.8
O504786,2025-08-20,C10832,P2067,1,0.15,89.48,177.38,Sports,177.38,26.61,150.77,89.48,6.42,3.12
O504787,2025-05-05,C11101,P2059,3,0.1,74.58,192.13,Electronics,576.39,57.64,518.75,223.74,2.5,15.36
O504788,2026-02-16,C10611,P2022,3,0.1,39.69,79.46,Beauty,238.38,23.84,214.54,119.07,5.5,6.17
O504789,2025-02-18,C10509,P2070,2,0.0,80.41,185.88,Sports,371.76,0.0,371.76,160.82,8.02,7.8
O504790,2025-11-07,C10875,P2047,2,0.1,23.95,36.37,Sports,72.74,7.27,65.47,47.9,6.84,2.02
O504791,2025-05-05,C10626,P2059,2,0.1,74.58,192.13,Electronics,384.26,38.43,345.83,149.16,6.81,6.94
O504792,2025-01-30,C10197,P2053,1,0.2,95.73,175.96,Electronics,175.96,35.19,140.77,95.73,6.71,3.53
O504793,2026-05-30,C11123,P2063,2,0.1,107.79,241.07,Sports,482.14,48.21,433.93,215.58,7.72,12.7
O504794,2025-07-25,C10178,P2012,1,0.05,91.5,250.58,Home,250.58,12.53,238.05,91.5,3.8,4.74
O504795,2025-02-24,C11141,P2063,3,0.25,107.79,241.07,Sports,723.21,180.8,542.41,323.37,5.19,11.5
O504796,2026-05-30,C11142,P2068,1,0.0,54.46,128.05,Home,128.05,0.0,128.05,54.46,4.35,3.77
O504797,2026-05-22,C10772,P2017,1,0.0,42.64,69.06,Apparel,69.06,0.0,69.06,42.64,2.73,1.64
O504798,2026-04-26,C10921,P2024,1,0.2,38.64,85.56,Electronics,85.56,17.11,68.45,38.64,7.48,1.85
O504799,2025-08-05,C10198,P2072,1,0.05,85.85,152.66,Sports,152.66,7.63,145.03,85.85,3.61,3.49
O504800,2025-04-07,C10949,P2034,1,0.0,84.74,206.91,Electronics,206.91,0.0,206.91,84.74,2.5,4.93
O504801,2025-04-15,C10729,P2008,1,0.0,64.11,126.24,Beauty,126.24,0.0,126.24,64.11,6.01,3.21
O504802,2025-02-21,C10943,P2077,1,0.1,99.36,190.12,Apparel,190.12,19.01,171.11,99.36,4.36,4.64
O504803,2025-06-17,C11045,P2036,1,0.0,79.57,186.92,Apparel,186.92,0.0,186.92,79.57,4.24,4.85
O504804,2025-07-25,C10244,P2067,2,0.1,89.48,177.38,Sports,354.76,35.48,319.28,178.96,6.42,7.04
O504805,2025-01-19,C10143,P2031,2,0.1,54.53,117.07,Sports,234.14,23.41,210.73,109.06,3.52,6.35
O504806,2025-12-01,C10207,P2065,2,0.25,74.22,160.54,Electronics,321.08,80.27,240.81,148.44,4.68,5.44
O504807,2025-03-31,C10030,P2007,2,0.25,81.19,138.2,Apparel,276.4,69.1,207.3,162.38,4.65,5.74
O504808,2025-10-31,C10399,P2064,3,0.15,92.82,194.3,Sports,582.9,87.44,495.47,278.46,2.5,15.73
O504809,2025-07-29,C10254,P2061,3,0.1,92.46,150.56,Sports,451.68,45.17,406.51,277.38,2.5,8.29
O504810,2026-03-22,C10780,P2051,1,0.1,21.09,56.25,Home,56.25,5.62,50.62,21.09,3.73,1.09
O504811,2025-06-14,C10799,P2018,2,0.2,23.1,60.58,Apparel,121.16,24.23,96.93,46.2,6.17,2.2
O504812,2025-07-12,C10349,P2032,2,0.05,83.59,176.17,Apparel,352.34,17.62,334.72,167.18,6.84,7.31
O504813,2025-03-16,C10715,P2054,3,0.15,19.42,50.24,Beauty,150.72,22.61,128.11,58.26,3.18,4.01
O504814,2025-04-18,C10863,P2040,1,0.1,46.24,112.16,Electronics,112.16,11.22,100.94,46.24,5.18,2.97
O504815,2025-03-06,C10964,P2008,1,0.0,64.11,126.24,Beauty,126.24,0.0,126.24,64.11,2.79,3.04
O504816,2025-06-23,C10962,P2032,1,0.1,83.59,176.17,Apparel,176.17,17.62,158.55,83.59,4.25,3.83
O504817,2026-06-18,C10659,P2040,2,0.0,46.24,112.16,Electronics,224.32,0.0,224.32,92.48,6.62,4.51
O504818,2025-02-13,C11025,P2009,2,0.05,89.03,195.13,Home,390.26,19.51,370.75,178.06,3.4,8.3
O504819,2025-09-15,C11154,P2022,1,0.25,39.69,79.46,Beauty,79.46,19.86,59.6,39.69,4.6,1.32
O504820,2025-05-17,C11060,P2033,1,0.1,102.58,280.83,Apparel,280.83,28.08,252.75,102.58,4.32,5.37
O504821,2025-12-30,C10346,P2017,1,0.05,42.64,69.06,Apparel,69.06,3.45,65.61,42.64,3.08,1.42
O504822,2025-05-11,C10590,P2002,3,0.0,36.16,61.12,Beauty,183.36,0.0,183.36,108.48,4.12,5.87
O504823,2025-03-10,C10870,P2075,3,0.15,49.49,125.61,Electronics,376.83,56.52,320.31,148.47,8.28,9.48
O504824,2025-01-27,C10094,P2037,1,0.0,19.43,42.14,Home,42.14,0.0,42.14,19.43,5.53,1.22
O504825,2026-03-23,C10501,P2076,2,0.15,94.33,153.36,Apparel,306.72,46.01,260.71,188.66,6.01,5.19
O504826,2025-09-21,C11052,P2034,3,0.0,84.74,206.91,Electronics,620.73,0.0,620.73,254.22,5.43,17.28
O504827,2025-05-09,C10608,P2056,3,0.1,12.18,29.13,Home,87.39,8.74,78.65,36.54,5.51,2.18
O504828,2026-01-29,C10177,P2048,3,0.15,26.01,65.12,Home,195.36,29.3,166.06,78.03,6.35,5.08
O504829,2025-12-07,C11046,P2067,1,0.2,89.48,177.38,Sports,177.38,35.48,141.9,89.48,6.22,4.27
O504830,2026-03-15,C10941,P2073,1,0.1,103.53,278.8,Apparel,278.8,27.88,250.92,103.53,4.82,6.88
O504831,2026-05-04,C10749,P2039,1,0.05,88.55,225.55,Beauty,225.55,11.28,214.27,88.55,5.11,4.24
O504832,2026-01-04,C10295,P2021,1,0.1,75.19,147.18,Electronics,147.18,14.72,132.46,75.19,5.84,2.44
O504833,2025-07-01,C10430,P2052,1,0.0,85.13,212.17,Beauty,212.17,0.0,212.17,85.13,5.56,6.49
O504834,2025-12-16,C11126,P2064,1,0.05,92.82,194.3,Sports,194.3,9.72,184.58,92.82,5.2,5.89
O504835,2025-09-03,C10828,P2047,3,0.15,23.95,36.37,Sports,109.11,16.37,92.74,71.85,4.29,1.89
O504836,2025-04-11,C10914,P2039,2,0.2,88.55,225.55,Beauty,451.1,90.22,360.88,177.1,4.95,9.96
O504837,2025-07-03,C10960,P2037,2,0.1,19.43,42.14,Home,84.28,8.43,75.85,38.86,3.08,1.58
O504838,2025-01-30,C10255,P2031,1,0.2,54.53,117.07,Sports,117.07,23.41,93.66,54.53,5.95,2.02
O504839,2025-12-03,C10871,P2076,2,0.05,94.33,153.36,Apparel,306.72,15.34,291.38,188.66,7.38,6.82
O504840,2026-02-18,C10142,P2004,1,0.0,82.13,229.05,Sports,229.05,0.0,229.05,82.13,4.2,6.76
O504841,2025-08-28,C10611,P2030,2,0.0,81.44,160.67,Electronics,321.34,0.0,321.34,162.88,5.61,9.55
O504842,2026-05-24,C10557,P2076,3,0.1,94.33,153.36,Apparel,460.08,46.01,414.07,282.99,3.91,8.39
O504843,2026-04-15,C10299,P2041,1,0.1,53.15,104.66,Apparel,104.66,10.47,94.19,53.15,6.32,2.69
O504844,2025-07-12,C10208,P2055,2,0.15,14.94,29.55,Sports,59.1,8.86,50.24,29.88,4.99,1.4
O504845,2026-03-31,C10145,P2073,1,0.2,103.53,278.8,Apparel,278.8,55.76,223.04,103.53,2.6,6.01
O504846,2026-03-22,C10858,P2006,1,0.05,90.83,200.16,Electronics,200.16,10.01,190.15,90.83,6.3,3.74
O504847,2025-10-14,C10308,P2032,3,0.1,83.59,176.17,Apparel,528.51,52.85,475.66,250.77,7.14,14.67
O504848,2025-12-01,C10368,P2026,3,0.2,25.88,63.53,Beauty,190.59,38.12,152.47,77.64,2.5,3.89
O504849,2025-07-15,C10083,P2031,1,0.25,54.53,117.07,Sports,117.07,29.27,87.8,54.53,5.63,2.56
O504850,2026-01-11,C10275,P2036,2,0.05,79.57,186.92,Apparel,373.84,18.69,355.15,159.14,4.09,9.02
O504851,2025-12-16,C10583,P2067,2,0.0,89.48,177.38,Sports,354.76,0.0,354.76,178.96,3.75,9.05
O504852,2026-03-09,C10485,P2032,2,0.1,83.59,176.17,Apparel,352.34,35.23,317.11,167.18,6.43,6.16
O504853,2025-03-16,C10034,P2046,3,0.1,41.9,79.58,Sports,238.74,23.87,214.87,125.7,6.03,4.78
O504854,2025-05-06,C10761,P2010,1,0.2,105.58,212.84,Electronics,212.84,42.57,170.27,105.58,7.03,3.07
O504855,2026-06-24,C10837,P2055,1,0.1,14.94,29.55,Sports,29.55,2.96,26.6,14.94,4.71,0.84
O504856,2025-07-25,C11138,P2072,3,0.2,85.85,152.66,Sports,457.98,91.6,366.38,257.55,6.68,8.19
O504857,2026-03-22,C11153,P2049,2,0.0,75.64,173.14,Apparel,346.28,0.0,346.28,151.28,5.58,6.97
O504858,2025-09-29,C10243,P2023,1,0.0,99.43,207.17,Apparel,207.17,0.0,207.17,99.43,4.58,6.28
O504859,2026-02-28,C11138,P2012,3,0.15,91.5,250.58,Home,751.74,112.76,638.98,274.5,4.65,19.45
O504860,2025-06-22,C10379,P2004,1,0.0,82.13,229.05,Sports,229.05,0.0,229.05,82.13,6.69,7.05
O504861,2025-10-22,C10984,P2051,1,0.1,21.09,56.25,Home,56.25,5.62,50.62,21.09,3.75,1.31
O504862,2025-06-24,C11055,P2058,2,0.05,56.31,124.87,Electronics,249.74,12.49,237.25,112.62,4.7,6.13
O504863,2026-02-22,C10868,P2004,1,0.1,82.13,229.05,Sports,229.05,22.9,206.14,82.13,4.95,5.08
O504864,2025-06-17,C10038,P2054,2,0.05,19.42,50.24,Beauty,100.48,5.02,95.46,38.84,3.72,2.84
O504865,2026-03-19,C11106,P2036,3,0.1,79.57,186.92,Apparel,560.76,56.08,504.68,238.71,4.06,12.98
O504866,2025-08-03,C10290,P2052,3,0.0,85.13,212.17,Beauty,636.51,0.0,636.51,255.39,3.01,17.8
O504867,2025-10-02,C11165,P2021,1,0.1,75.19,147.18,Electronics,147.18,14.72,132.46,75.19,5.92,2.59
O504868,2026-06-26,C10843,P2039,1,0.1,88.55,225.55,Beauty,225.55,22.56,203.0,88.55,7.62,4.58
O504869,2025-06-18,C10270,P2002,2,0.0,36.16,61.12,Beauty,122.24,0.0,122.24,72.32,6.2,3.63
O504870,2026-03-10,C11083,P2052,1,0.0,85.13,212.17,Beauty,212.17,0.0,212.17,85.13,6.44,5.01
O504871,2026-03-13,C11043,P2056,1,0.1,12.18,29.13,Home,29.13,2.91,26.22,12.18,3.72,0.58
O504872,2026-06-15,C10112,P2009,1,0.2,89.03,195.13,Home,195.13,39.03,156.1,89.03,4.8,2.91
O504873,2025-02-04,C10026,P2044,1,0.15,96.39,166.51,Electronics,166.51,24.98,141.53,96.39,4.15,3.04
O504874,2026-06-01,C10976,P2026,2,0.2,25.88,63.53,Beauty,127.06,25.41,101.65,51.76,6.05,2.84
O504875,2025-03-25,C10732,P2022,1,0.15,39.69,79.46,Beauty,79.46,11.92,67.54,39.69,3.45,1.57
O504876,2025-07-11,C10807,P2036,2,0.2,79.57,186.92,Apparel,373.84,74.77,299.07,159.14,5.99,5.67
O504877,2025-06-02,C10678,P2054,1,0.15,19.42,50.24,Beauty,50.24,7.54,42.7,19.42,3.93,1.05
O504878,2026-05-15,C10860,P2003,1,0.05,103.86,246.21,Sports,246.21,12.31,233.9,103.86,5.89,5.13
O504879,2025-02-27,C10893,P2039,2,0.15,88.55,225.55,Beauty,451.1,67.67,383.44,177.1,5.16,11.58
O504880,2026-05-28,C11013,P2073,1,0.2,103.53,278.8,Apparel,278.8,55.76,223.04,103.53,6.03,5.06
O504881,2025-08-16,C10545,P2039,1,0.15,88.55,225.55,Beauty,225.55,33.83,191.72,88.55,4.72,3.66
O504882,2026-02-04,C11015,P2059,1,0.05,74.58,192.13,Electronics,192.13,9.61,182.52,74.58,4.25,5.21
O504883,2025-04-07,C10441,P2003,1,0.15,103.86,246.21,Sports,246.21,36.93,209.28,103.86,3.51,4.91
O504884,2025-05-23,C10879,P2033,2,0.0,102.58,280.83,Apparel,561.66,0.0,561.66,205.16,4.49,15.32
O504885,2025-10-26,C11059,P2052,1,0.0,85.13,212.17,Beauty,212.17,0.0,212.17,85.13,5.54,6.1
O504886,2025-04-10,C10853,P2053,1,0.2,95.73,175.96,Electronics,175.96,35.19,140.77,95.73,2.82,4.38
O504887,2026-06-08,C10119,P2074,1,0.15,60.53,130.38,Sports,130.38,19.56,110.82,60.53,6.19,2.29
O504888,2025-03-03,C10357,P2032,1,0.1,83.59,176.17,Apparel,176.17,17.62,158.55,83.59,5.59,4.21
O504889,2026-04-15,C10691,P2028,1,0.0,49.21,76.08,Beauty,76.08,0.0,76.08,49.21,3.81,2.33
O504890,2026-04-16,C10427,P2073,3,0.15,103.53,278.8,Apparel,836.4,125.46,710.94,310.59,4.26,22.71
O504891,2026-06-08,C10396,P2074,1,0.15,60.53,130.38,Sports,130.38,19.56,110.82,60.53,7.32,3.3
O504892,2026-02-24,C10193,P2029,2,0.0,30.95,55.54,Apparel,111.08,0.0,111.08,61.9,4.2,2.97
O504893,2025-09-15,C10578,P2079,1,0.25,76.11,150.73,Apparel,150.73,37.68,113.05,76.11,4.09,2.88
O504894,2025-05-18,C11076,P2036,1,0.15,79.57,186.92,Apparel,186.92,28.04,158.88,79.57,5.89,3.2
O504895,2026-04-24,C10607,P2031,2,0.0,54.53,117.07,Sports,234.14,0.0,234.14,109.06,3.88,5.75
O504896,2026-06-26,C10790,P2003,2,0.1,103.86,246.21,Sports,492.42,49.24,443.18,207.72,4.94,9.6
O504897,2025-12-16,C10804,P2069,1,0.1,90.63,175.87,Apparel,175.87,17.59,158.28,90.63,7.1,4.84
O504898,2026-06-17,C10708,P2026,2,0.1,25.88,63.53,Beauty,127.06,12.71,114.35,51.76,4.64,3.3
O504899,2025-10-18,C10740,P2013,1,0.1,14.91,32.18,Beauty,32.18,3.22,28.96,14.91,4.68,0.81
O504900,2025-08-26,C10579,P2037,1,0.0,19.43,42.14,Home,42.14,0.0,42.14,19.43,5.49,1.12
O504901,2026-05-13,C10281,P2022,1,0.05,39.69,79.46,Beauty,79.46,3.97,75.49,39.69,4.44,1.61
O504902,2026-01-25,C10941,P2019,1,0.2,28.46,61.03,Sports,61.03,12.21,48.82,28.46,3.91,1.44
O504903,2025-11-14,C10613,P2014,2,0.15,105.6,279.48,Beauty,558.96,83.84,475.12,211.2,5.2,14.27
O504904,2026-04-30,C10360,P2073,1,0.0,103.53,278.8,Apparel,278.8,0.0,278.8,103.53,7.58,6.89
O504905,2025-07-09,C10215,P2073,1,0.05,103.53,278.8,Apparel,278.8,13.94,264.86,103.53,4.77,8.38
O504906,2025-04-19,C10237,P2022,1,0.2,39.69,79.46,Beauty,79.46,15.89,63.57,39.69,5.43,1.9
O504907,2025-06-03,C10727,P2018,3,0.05,23.1,60.58,Apparel,181.74,9.09,172.65,69.3,4.25,5.19
O504908,2025-08-31,C10851,P2047,1,0.0,23.95,36.37,Sports,36.37,0.0,36.37,23.95,4.81,0.76
O504909,2025-10-15,C10277,P2046,1,0.0,41.9,79.58,Sports,79.58,0.0,79.58,41.9,5.5,1.63
O504910,2026-01-12,C10184,P2060,1,0.15,91.93,225.41,Sports,225.41,33.81,191.6,91.93,5.31,4.32
O504911,2025-02-10,C10518,P2024,2,0.05,38.64,85.56,Electronics,171.12,8.56,162.56,77.28,5.91,3.68
O504912,2025-03-13,C11002,P2016,1,0.2,23.99,66.65,Electronics,66.65,13.33,53.32,23.99,2.5,1.12
O504913,2025-04-02,C11038,P2064,2,0.0,92.82,194.3,Sports,388.6,0.0,388.6,185.64,2.5,8.3
